Gene Name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
A2M	394.77653175971534	-1.098079119412849	1.0989806428797098	-0.9991796730245417	0.3177076609189796	0.5590419380377273
A4GALT	51.286866942798596	-0.148796149471394	0.36374003171208946	-0.4090727896267694	0.6824862442727571	0.8318519206287477
AAAS	33.631036764085266	0.33467324394594533	0.39493666165776814	0.8474099176843602	0.39676667841034774	0.6298703973807328
AACS	8.573640794654207	-1.058558745625008	0.7594845447677555	-1.3937857628804111	0.1633823086695727	0.3938186156914277
AADAT	3.2811120319421607	-0.34942314722184886	1.1555719470166752	-0.30238112661349215	0.7623615405417906	0.8829911734838308
AAGAB	14.343126871664705	-0.5914752549190088	0.5044754408147835	-1.1724559950107998	0.24101402959187124	0.4834038948127088
AAK1	12.740158862147553	-1.0681558382089325	0.88293213422545	-1.2097824926781824	0.22636236584801317	0.46889627577949805
AAMDC	20.292808830858537	1.1378164585805208	0.5247161133350114	2.1684420006634477	0.030125072999875224	0.1347252548100423
AAMP	72.00507306173395	0.25249918706140284	0.542255221920234	0.4656463909508382	0.6414686309969664	0.8065450232491065
AAR2	19.01106678948994	-0.7463145681853113	0.5370077899948176	-1.3897648825401838	0.1646002851667937	0.39531865834389174
AARS	57.317745080836424	-0.24223331476150015	0.3423709710951239	-0.7075170946493545	0.47924519321471826	0.6973280241343514
AARS2	8.38672245383472	-1.0225591236467144	0.6467219416325425	-1.5811418444616758	0.1138456089283771	0.31964674790674275
AARSD1	30.214569066695372	2.417202206295838	0.6759035972420676	3.57625290967366	0.0003485544567535013	0.004155520499378569
AASDH	3.4157266815893093	0.04100258948104335	0.9393950286601994	0.0436478672231455	0.9651850955046419	0.9839649386327405
AASDHPPT	21.806274980733434	-0.5321813968974389	0.44883060525998414	-1.185706568715772	0.2357381995679012	0.47737347518797585
AASS	19.813838452125783	0.7472614007415481	0.9380793465606263	0.7965865611275923	0.4256911848803736	0.6549854320686428
AATF	17.83670919943757	0.3236443791224946	0.47417063450746444	0.6825483392886064	0.49489228760976045	0.7078618020381696
AATK	5.167928920579238	-1.1700760971439041	0.7971524940569984	-1.4678196529110286	0.14215321761454916	0.36324328077505974
ABAT	11.002668572545895	-1.0474930175445625	1.0867305270559255	-0.9638939842633649	0.3350990801871814	0.5773970304220494
ABCA1	3.448413969714239	1.6039989779821462	1.2044500342424482	1.3317272882897118	0.18294981882203476	0.4200258139978309
ABCA10	9.248847192110748	4.794877943420619	1.4163349094122852	3.38541252606015	0.0007107135732473249	0.007551112184926326
ABCA2	20.28560742489757	-0.864886747747392	0.5090602275245473	-1.6989870765452533	0.08932161865403432	0.27501734743885675
ABCA3	7.781016285111468	-1.3666967499797626	0.7376471447797928	-1.8527784722704483	0.06391411705156556	0.22378300455416134
ABCA5	6.682788963185672	-0.23189010599884108	0.9829608988438104	-0.23590979689181688	0.813502665969988	0.9079793373519085
ABCA6	14.030014748156566	5.188799525406476	0.9286647068453012	5.587376678750898	2.305253483749009e-08	9.029035448152676e-07
ABCA7	6.587749348486814	-2.618362862404912	0.845517890628278	-3.0967563092713366	0.0019565064013993927	0.017047720985497554
ABCA8	52.40769969718395	3.6545928734967785	0.9146219129990064	3.9957416518849014	6.449203416474581e-05	0.000996664734970315
ABCA9	21.951277585024723	6.763964574092522	1.1491071124636356	5.886278572926832	3.949883370970715e-09	1.8724328075244508e-07
ABCB1	1.4966390516666865	4.204687266941331	1.8426650989656421	2.2818510370124128	0.022498136408882267	0.10974028862924175
ABCB10	8.089933365594106	-0.8984974390906604	0.6697149155756457	-1.3416118085385142	0.17972189538647243	0.41583532099298853
ABCB4	1.9104667830217725	-2.671501541125316	1.6188748635546137	-1.650221151287393	0.09889771227979322	0.29236131425251416
ABCB6	20.68455897203287	1.592622036660488	0.7509394205738092	2.120839568448185	0.03393530561053493	0.14623332860725696
ABCB7	21.19174467200383	0.6262378093096576	0.5381049441162354	1.1637837863358949	0.2445116444166443	0.4867659090247112
ABCB8	11.178464281885978	-0.4176685048545557	0.6479220369314024	-0.6446277191506848	0.5191684673124155	0.7262279286316294
ABCB9	3.418419862323443	-2.9356212757887894	1.64797343840794	-1.7813523005715486	0.07485491541319082	0.24763689269619982
ABCC1	15.41257177547794	-1.4061939251646072	0.5377179765057256	-2.6151142171264827	0.008919762194892641	0.05669736929706988
ABCC10	6.7090220876985835	-0.4206696546167467	0.7303927637285775	-0.5759499210661299	0.5646490314748998	0.7579932112589104
ABCC5	31.490912408146283	-0.8801600230816613	0.5686227954168532	-1.5478802998680739	0.12165111851210406	0.33270244087582307
ABCC9	17.173742903119102	1.094804290263089	0.7314172340089246	1.4968259419626015	0.13443855425876763	0.35258023472562855
ABCD1	14.06156069021736	-0.8422314952561163	0.5492807668059467	-1.5333351286877752	0.12519330344938154	0.3383453272404448
ABCD2	1.8641729336952622	0.5147895674605717	1.3883726048420033	0.37078631893572594	0.710796692082954	0.849869380045821
ABCD3	19.652515405768334	-1.277808330079808	0.6324886750119567	-2.020286497707887	0.043353678541518524	0.1719526839281112
ABCD4	13.419735671517568	0.144134317563847	0.6011900082154387	0.23974835841282968	0.810525343413812	0.9063498785379948
ABCE1	20.88666017524937	-0.25826335231549297	0.45091253940326614	-0.5727570864568914	0.5668091789687308	0.75926244135013
ABCF1	36.360602177167166	-0.3800974007926008	0.43439846369356694	-0.8749971110872271	0.38157547759332755	0.616653227182074
ABCF2	23.207476114080812	0.536512727742908	0.5571926262449166	0.9628855488605862	0.3356049624832289	0.5780831927262192
