	Gene	log2FoldChange	-log10FDR	product
3361	PCCB	-1.3798543680535666	4.262242362593914	-5.881273741728165
3362	KIF15	-2.216430082233865	2.653450357597384	-5.881187194293048
3374	CAT	2.224441614523673	2.631985893589537	5.8546989505398415
3394	PXDN	1.6066912438232033	3.6084372311002695	5.797644503094448
3396	WISP1	3.659445750287458	1.5838558793596902	5.796034666790624
3403	MN1	3.327556843882617	1.7394160125759772	5.788005657006205
3405	HIGD2A	1.5418071138024194	3.7493899632624097	5.780836117777375
3406	MKRN1	-1.1839214539750502	4.879473466470692	-5.776913321056661
3438	MLLT11	1.425622237139896	4.004003472377214	5.708196387806315
3439	TOM1	1.8197342859683363	3.1365018533303206	5.707599960508415
3455	KIAA1551	-1.8076828845329331	3.14160237816804	-5.679020849022327
3470	RAP1GDS1	1.6011833080434064	3.523041860142991	5.64103581999915
3476	ACAT1	1.4317935244737985	3.93319996203698	5.631530236105136
3482	ARHGAP11A	-2.7605820786584063	2.036256772591057	-5.621253953961679
3484	PTPN13	-1.6390162597958229	3.427931379668426	-5.618435268740878
3487	C1QTNF6	3.184982385679473	1.760604934827435	5.6074957055657375
3499	EPDR1	2.709763600296975	2.058517222033236	5.578095038850109
3501	H2AFJ	1.7611634217197902	3.1655688672223103	5.575084097886885
3502	TCEAL5	-3.714248551042201	1.500682245800586	-5.573906857039582
3503	APOOL	1.899298096181068	2.9326206235834773	5.569920767193434
3506	SMOC2	3.681944646727968	1.5098690589901047	5.559254299008811
3512	MFAP2	-1.74315153890651	3.183440973606792	-5.549220032160718
3514	IDH3A	1.5990646139895888	3.4699942272146007	5.548744979487017
3538	SEZ6L2	-1.6052377151880683	3.407226070000353	-5.469407791736589
3544	CXCL12	1.4549452770728248	3.7423032368404665	5.444846419815382
3567	APOC1	-2.154993648034948	2.501209096600236	-5.390089715580738
3613	DMD	3.114936581860652	1.6926646750128636	5.27254311702084
3620	LNPEP	2.158314348415044	2.4367729504144267	5.259322022709117
3625	LTBP1	2.267731867938999	2.3174545065049177	5.255365436900048
3628	ADAMTS7	-1.8050311139482236	2.9078063111499097	-5.248680864960596
3630	ELK3	1.4451171452985618	3.630378297137347	5.246321921112977
3634	LRRC8A	-1.2073327315179785	4.33066646534658	-5.228555372900195
3637	GATA2	3.593446149924024	1.4530038555078706	5.22129111039952
3640	SH3PXD2B	-1.6445039122437557	3.168792874678993	-5.211092279499741
3650	DPP7	2.031768168317575	2.5552333150052493	5.19164171205226
3652	SMO	-2.0943479573146724	2.4779860824668805	-5.189765090068699
3656	GMFB	-1.2119473271727317	4.272036600589996	-5.177483339669128
3658	KLF10	1.451330778984939	3.566709653982445	5.176475500527444
3661	PEA15	1.9940174390108665	2.5953669374786195	5.175206933964592
3714	RAB38	-2.3964022207728024	2.097455823624291	-5.0263477937060985
3717	RAB9B	3.414794557356319	1.4695536331495949	5.018223748222441
3723	TRAF4	-1.6885567500130914	2.9599399521676606	-4.99802658586613
3734	RCN2	-1.2938927955994963	3.8302859681227415	-4.955979419239858
3738	NACC1	-2.479718167272732	1.9953477514020364	-4.9479000691784245
3774	ARHGAP1	1.6544629600790628	2.94586901448627	4.873831169712146
3780	CDK4	1.41817471959235	3.420128414992787	4.850339655902224
3828	NET1	-1.7003609671206124	2.783786857900385	-4.73344251395715
3835	SLC35F2	-1.5870923657435438	2.972330672048599	-4.7173633180737085
3839	TMEM223	-1.5422239391355133	3.047590383792771	-4.700066846564398
3840	GMDS	-1.7970031838037162	2.612377964911475	-4.694451520244593
3847	RIT1	1.4593818924164943	3.212335365357477	4.688024064571826
3848	LMNB2	-2.0308045735776683	2.3080539027823948	-4.687206421834274
3851	ADM2	-3.017571335914877	1.5488311636124863	-4.673708523488724
3852	RFC3	-1.9008273821797583	2.4582463314639464	-4.672701938989609
3853	ZMIZ1	1.8877812809202268	2.4745861629561747	4.671477436452877
3856	LZIC	1.5454443405972245	3.017700592887781	4.66368830289531
3862	KLF9	2.464963108715851	1.8875526980453785	4.652747766438928
3879	RTN4	-1.2355410698858518	3.731957758499835	-4.610987081705691
3881	GLS	1.8127220360516985	2.5397112740529435	4.603790591684704
3882	HMBOX1	2.3864671997907805	1.9283047980986945	4.6018361518617175
3885	ZNF641	2.258544048358976	2.035265859199548	4.596737593123356
3892	SMARCA4	-1.0109530199705028	4.534111834427528	-4.583774051898506
3893	MYC	-1.231443517623687	3.719435188356332	-4.580274351922842
3896	MAD2L1	-2.0514619681932893	2.2277117476877017	-4.570065926478725
3897	ENDOD1	2.2162962300848936	2.061977522522872	4.569953009687229
3907	H2AFX	-2.1010523800913816	2.1644552307506704	-4.547633814169936
3911	TOP1MT	-1.969765155343188	2.302262451472326	-4.534916355365175
3914	KNTC1	-1.705771385335793	2.654820234158218	-4.528516388637558
3922	SPRY1	-2.152726055816907	2.0959836640832266	-4.512078646238553
3962	CENPF	-2.2422009522046675	1.97687050086824	-4.432540919432086
3969	GPI	1.411955137319921	3.1271284812429325	4.415365124150401
4006	CPE	1.6463627995392087	2.62275495302593	4.318006186969097
4008	PELI2	-1.7544976940448218	2.460297748304006	-4.316586726063046
4031	SMIM10	2.096621768564753	2.0299367067211618	4.256009488120232
4038	MPC1	1.2606758418120958	3.3611980231806258	4.237381147370388
4050	CHAF1A	-2.455354376831359	1.716237142286495	-4.2139703789936895
4051	TRNP1	-1.7710665361900553	2.379040964405317	-4.2134398402835735
4062	TMEM141	1.418881018600876	2.9553314760739453	4.19326373507503
4064	KATNAL1	1.4723211765028372	2.8423922626883	4.1849143202838
4066	TGFB1	2.838358737579792	1.4736846521094915	4.182845708752212
4082	CNN2	-1.2246103292860462	3.389611763609933	-4.150953577986217
4088	TUBB2A	-1.8502530452469803	2.236550079247153	-4.138183594974421
4094	KRCC1	1.4207273246071548	2.900632567496145	4.121007947287181
4099	MTCH2	1.142694735201145	3.599354901532093	4.112963896101158
4101	ELOVL5	-1.097388655231653	3.74355107346556	-4.108130478301383
4106	OIP5	-1.990230752501645	2.0619881403849853	-4.103832208287877
4107	KIF11	-1.9841668064367484	2.0679876358350016	-4.103232423145417
4111	THEM6	2.877767091346637	1.423304449604174	4.09593870603813
4115	HK1	-1.2221183325229243	3.349515539592516	-4.093504346006429
4124	RSAD1	-1.4139409401851528	2.8759259808332898	-4.06638948524233
4127	TULP3	1.1742638795661322	3.4595057798167885	4.06237267838912
4132	MAN1A1	1.691858805190316	2.394629071023694	4.051374278976144
4136	BAG1	1.657325636711919	2.441578383739546	4.046490449413201
4141	LBR	-1.459189343010182	2.7623911109747943	-4.030851670360477
4146	DNAJB9	1.733560001912569	2.3202626752417856	4.022314567729812
4149	ARL4C	1.5152019913971857	2.652464539056869	4.019019551689386
4152	SLC29A1	-1.0571759364842732	3.797101191446238	-4.014204007992726
4157	C6orf226	2.317662240368169	1.7281122268639697	4.005180455321173
4159	SNRPA	-2.0740528719737137	1.930529591726516	-4.004020444150622
4163	PCYT1A	1.4466645514049374	2.761605368410949	3.9951165914496927
4165	CCSER2	1.877138926385052	2.1257513846440164	3.9903306719322074
4167	COX7C	-1.6141940927786187	2.470875192061164	-3.9884721390183664
4178	SCP2	1.835698112292485	2.156980032250939	3.959564173455632
4189	LMNB1	-2.6760237743848223	1.4715662301562429	-3.937946217479953
4193	TNFRSF21	-1.3083716167855493	2.996513225094023	-3.920552853035548
4195	TBC1D25	2.1536839451475944	1.8172833250934533	3.913853921038207
4213	COQ3	-1.2327115026506112	3.132612689042129	-3.8616076951314953
4218	CELF2	2.505147434792357	1.5362778204800434	3.848602441103973
4219	IER5L	2.471565070264558	1.5570812417610236	3.8484276087007103
4235	CEBPD	2.104724896284904	1.8142414497248545	3.818479147107917
4239	SPIN4	-2.1336324212821696	1.7815175322443595	-3.8011035658791688
4240	ID1	-2.2651932800250925	1.6776532881148225	-3.800208954449696
4253	SLC39A8	-1.7812901941822366	2.110734201552059	-3.759830135749755
4257	ARHGEF3	2.044160060015129	1.837942150938177	3.75704793756612
4258	C1orf21	1.640197437387242	2.2891318366594327	3.754628172330353
4260	P3H1	1.1651089188572303	3.2190465142031157	3.750539803914328
4265	SKP2	-1.5474389669731174	2.414832131918773	-3.7368053396298766
4273	RMDN1	1.3541975115060545	2.743016047729236	3.714585505856103
4291	NPTN	1.0897173343995552	3.3644684523541306	3.66631959357074
4294	FZD2	1.5709395915059765	2.3280395374346075	3.657209479947284
4300	PDK2	1.461425712219197	2.489645029156065	3.638431259907386
4303	NOTCH3	-2.1437897607131933	1.6958026190936937	-3.635444291003676
4310	CSNK1G2	-1.4347233973477531	2.5213633541376503	-3.617458997396496
4311	C11orf95	-1.756488504832433	2.056564162545206	-3.6123313109609936
4379	FAM162A	1.82129235821009	1.912462257356533	3.483152894688672
4381	GOT2	-1.5254847873094204	2.2814358227724023	-3.4802956408620505
4383	S1PR2	1.9853086028206428	1.7514236962485503	3.477116531346176
4395	MCU	-1.3332740317159488	2.5951495624086838	-3.4600455199785056
4399	STOM	1.0627586818082109	3.252447113026162	3.4565664064906048
4401	TCIRG1	2.0340637036943505	1.696648073049971	3.451090263333907
4444	COX10	-1.1984159998559516	2.794337833220625	-3.3487791683344086
4449	DCAF15	-2.339783769697834	1.4253263424874616	-3.334955442674939
4461	STAT3	1.0019747754541448	3.29362383416981	3.300128001672715
4468	TGFBR3	2.285236314808579	1.4397919531941596	3.2902648572084674
4496	ACOT13	1.3617308071558636	2.3840039158147226	3.2463715765451218
4498	PPM1K	1.6148243611044364	2.009636193436545	3.245209482118521
4503	JDP2	1.291743492101364	2.4997013508619244	3.228972952172879
4519	TTYH3	-1.6060550523218493	1.9914975537908035	-3.198454707952324
4523	NUAK2	-2.060063903066265	1.541460654699807	-3.1755074527439646
4524	CCBE1	2.381426978512049	1.3316462052146083	3.171218198931261
4534	ALDOC	-1.4037425358371076	2.239436660862144	-3.1435924971652107
4552	UCP2	-1.978754633420775	1.5747229297027638	-3.1159902935032813
4559	HNRNPH1	-1.3804512163360174	2.2489844953499354	-3.104613382126663
4571	KDELC2	1.2117258588174558	2.538249752665549	3.075662861441857
4573	GOLIM4	1.039368701723383	2.957390248227422	3.073818862789529
4582	AVPI1	1.6605035038848834	1.8418998694971973	3.0584811871052056
4590	TOP2A	-2.1541714913801204	1.4126890078435597	-3.043174386882664
4596	MPP6	-1.2018221584590278	2.522639826899221	-3.03176444177873
4601	MME	1.6998185725754185	1.7787846217009655	3.0236111365788414
4608	HMGN1	-1.2100559280126588	2.4858445148203443	-3.008010891276109
4610	DZIP1	1.3322097707903056	2.254287696935529	3.003184096029888
4618	SHOC2	1.4523662263377668	2.062949497073856	2.9961581761905496
4619	CENPU	-2.056698683609519	1.4544275806126414	-2.991319290451397
4633	LRRFIP2	1.2161787482873387	2.4371058081288446	2.963956291173941
4656	TNNT1	-2.2178233285719022	1.320668069712	-2.929008454307297
4668	EHD3	1.5208853789431365	1.910757486149494	2.906043123390908
4673	PBX3	-1.2479287962642482	2.321621002249948	-2.897217702719576
4678	APPL2	1.1270163530280062	2.563035079902406	2.8885824484344544
4689	FSD1	-1.650680385699559	1.743551610413732	-2.878046444764826
4693	COX6C	1.3787581000624194	2.081461804538156	2.8698323229775227
4694	CAPN7	1.3273909712247798	2.161142209541889	2.868680656478675
4707	FAHD1	1.1511486695419215	2.470914276342707	2.844389681764047
4733	SPAG7	-1.1605500590570328	2.4061651733196285	-2.7924751339970704
4739	FAM174A	1.3689595555770082	2.034763811480251	2.785509363068184
4740	TNFRSF1A	1.163556390432674	2.3903427393328576	2.78129856967509
4744	POFUT2	1.1343309138204436	2.4471460625552512	2.7758734293903986
4745	AIG1	1.1906440675346617	2.330792244497444	2.77514395856668
4746	KCNG1	-1.875970541535889	1.4774890811736436	-2.771725991722683
4751	PLD2	-1.506730763341131	1.8301627073802544	-2.757562453129521
4758	HACD1	1.367022141766554	2.010313439928208	2.748142984272748
4761	KIAA1522	-1.6313877915261763	1.67732610714063	-2.736369333597352
4765	UBE2E2	1.460610822915248	1.8706008620640064	2.732219864485281
4777	FAH	1.3721148842641773	1.9746490870146025	2.7094454034914044
4791	UQCRFS1	-1.0127719592624254	2.651956536591401	-2.6858272174424687
4811	C1RL	1.4062252971203764	1.8864724869984968	2.6528053335388764
4818	SBNO2	-1.9368324775957129	1.3630670183994793	-2.640032470375665
4863	ECSIT	-1.2217743423044705	2.06656356415235	-2.52487433942262
4873	MEN1	-1.196952372992216	2.104171020896354	-2.5185924966433446
4884	F11R	-1.4553707747925992	1.7179046321145377	-2.5001881954603298
4887	FAM3A	1.369855991286829	1.82116287523344	2.4947308757476745
4888	SLC17A5	1.2673296288345663	1.966861511736036	2.4926618696374243
4893	CCNB1	-1.7871750886713778	1.3880029550013773	-2.4806043041807206
4902	SLC3A2	-1.1073108215500205	2.2187150554770363	-2.456807190865676
4907	UBXN2B	-1.0706638416666157	2.2859527822642645	-2.447486987727546
4910	SLC25A12	1.2482166823859515	1.949150730168408	2.432962457880965
4915	AKAP13	1.5714311887954435	1.544736653159111	2.4274473552497167
4916	MYO6	1.3476264015794752	1.8006139544680764	2.426554904093603
4917	SYNJ2BP	1.4284224484811	1.6941504349995793	2.41996251245742
4918	GRPEL1	1.0148868160838536	2.381234835190525	2.416683840234472
4941	LYRM7	1.252862942600459	1.897671973700264	2.377522893060533
4942	PHTF2	1.0764902809572947	2.207875705535095	2.3767567385702595
4948	TLE3	-1.41824967655274	1.6699990716379731	-2.368475643193932
4951	LONP2	1.011156452309286	2.3379986921412548	2.364082463049302
4959	SLC5A3	1.3786295544382974	1.7045882347234051	2.349995718537492
4960	PTMA	-1.1949949926189454	1.966420706928034	-2.349862898161207
4974	DCBLD2	1.07551235835835	2.1691940376230026	2.332994995140788
4983	ADA	-1.6492908601385774	1.4021626692853717	-2.3125740748798744
5025	SLC25A46	1.0173477970478912	2.1934372091709844	2.231488512712976
5028	INSIG2	1.3342031543682673	1.667901716240244	2.22531973098398
5029	MAGI3	1.5724477381507584	1.4145330779355296	2.224279338939154
5032	FCHSD2	1.3958935089030606	1.591992164112411	2.2222515281090507
5036	TBL1X	-1.1080440762616048	1.982304937179966	-2.196481242986394
5042	PCMTD1	1.659068095449671	1.3153656374797469	2.182281162993465
5052	HIPK3	1.440948224133728	1.5061476213249063	2.170280740231363
5054	SAT1	1.2405066304570125	1.7472784607401584	2.167510515802889
5055	NFKBIZ	1.5108316239159598	1.4345957083106375	2.167432563649827
5096	DYSF	1.469317474814006	1.409673218681365	2.071257493985835
5098	RANBP1	-1.4211033963918736	1.4550850218334397	-2.067826266566444
5103	ATG9A	1.013189212104574	2.0277756435459344	2.054520406609151
5110	SERPINI1	-1.4849020084873126	1.372053296242169	-2.0373646953416342
5127	CITED2	1.2304730720757933	1.628626467379387	2.0039810125802613
5129	RAB20	-1.3702350835970871	1.4620783027543816	-2.003390985400137
5142	PTBP1	-1.241084334252457	1.594457330287555	-1.9788560142538805
5153	CDK5RAP3	1.2231038556347624	1.59956083350894	1.9564290227871388
5165	LRSAM1	1.4014927798391352	1.374713588436078	1.926651168539912
5176	TSPAN4	1.2090255483511865	1.5762542461436342	1.905731654284693
5198	RFWD3	-1.366275886174977	1.3669677368501936	-1.867655056037601
5205	PLCG1	-1.0451090107327228	1.7745803998035716	-1.8546299661043903
5208	SEC24D	1.1316806765614147	1.6333249594226409	1.8484022951240595
5210	DECR1	1.206671087478678	1.531708455732767	1.8482683079793445
5221	VWA8	-1.1502639977104696	1.5711222917490535	-1.807205408199301
5223	LYN	-1.0773077191428768	1.6728736022473931	-1.8021996448514677
5278	CREM	1.07415906097176	1.5415607321287728	1.6558814284543812
5295	ECE1	1.0176312317868177	1.5841510455761634	1.6120815798460464
5299	SOX9	1.1922333521407564	1.342822124642896	1.6009573229917724
5303	HLTF	-1.0295121845495478	1.544996743495065	-1.590592972517542
5304	GLI3	-1.1980802112223805	1.3273303732809352	-1.5902482539823035
5306	NDUFB5	1.1019330711234483	1.4378077802122926	1.58436794293452
5311	PKIG	1.0074202429708088	1.556066681560049	1.5676130744160046
5321	LPIN1	1.135182906900453	1.338012030798566	1.5188883865896947
5325	CCNG2	1.0304002349216927	1.4598172401424596	1.5041960271855277
5341	CYTH2	1.0193788316266443	1.358328129796792	1.3846509419178588
