	Gene	log2FoldChange	-log10FDR	product
1492	MAML2	4.359594629247065	3.891091083682063	16.963579790331462
1494	ATP6V1D	1.9659190369296915	8.600805658786255	16.908487577540512
1501	CTBP2	-2.172769402345167	7.745176451580423	-16.82848240975826
1502	GSTK1	2.3758320380258726	7.082273011415558	16.82629112256706
1509	ADAMTS12	3.2720664956473344	5.118749396257588	16.748888399109475
1522	SAPCD2	-3.4368966091981408	4.836389567855115	-16.62217090652251
1528	ZBTB47	4.861531607646933	3.4072138187608134	16.564277673917104
1536	MPC2	2.6582810180198804	6.187704666975798	16.44865786133479
1540	CBX6	3.089787055806265	5.297781060608359	16.369015345563295
1546	PIF1	-2.8120307228261163	5.799682008660796	-16.308883990976042
1549	TCF21	5.210812427041857	3.1262469186518693	16.290286293712473
1558	TLE1	-2.477706260777573	6.522516445610145	-16.160879833312936
1563	PRADC1	3.1896166763980927	5.043016996223923	16.08529111051484
1588	USP40	3.063059724378234	5.177639580471937	15.859419266290208
1594	INPP4B	5.007603191634124	3.1493504816895657	15.770697523683136
1597	WNT5B	4.70581657951004	3.348645231082632	15.75811024732588
1599	PGRMC1	-2.1681878369818635	7.263150218085111	-15.747873961024307
1606	ACKR3	6.057324661351797	2.5916932742810133	15.698727584961969
1609	CPEB2	4.819534651624519	3.2550312175065703	15.687735744892462
1612	TOM1L2	4.598035033434613	3.4088748238867765	15.674125864824644
1626	LIMS2	4.952042545268636	3.133291637724324	15.516193496745291
1643	C19orf70	2.410026971432847	6.382184608940909	15.381237044211186
1659	LAMB1	1.7841310638455607	8.462031535577882	15.09737332586525
1665	NPR1	-5.302087967214209	2.8387958668756625	-15.051545407138882
1671	IFITM1	-2.3723076245160044	6.326154551728787	-15.007584676932828
1698	CDKN1A	2.426245118372387	6.067551733725995	14.72136777442461
1703	RAP1A	2.018093099016775	7.278775063410705	14.689245724764532
1706	ZNF423	-3.200151686973677	4.584722221407084	-14.671806551141586
1720	PLK2	2.597915148224628	5.574936622281843	14.48321230141824
1721	KCNS3	-2.423166863887409	5.974646342927762	-14.47756504162864
1729	ITGA1	2.966555095150109	4.848458051628496	14.383217936680088
1734	NUP205	-2.226303284997755	6.432101393171479	-14.3198084610563
1738	PDGFRB	3.0717710500494464	4.648027282948428	14.277675647600969
1750	ALCAM	1.8862078012254564	7.5075072615868255	14.160718764561834
1759	HNRNPA1	-2.314166158307335	6.049492593443021	-13.999531034676712
1762	CTH	-2.3396678712192065	5.968818482871975	-13.965052833514928
1763	LAMC3	-5.304322861566211	2.6318029211678726	-13.959932401887484
1766	COL21A1	5.309036831489982	2.6274518878684443	13.949238845661457
1772	MTFR1L	2.200644956655213	6.316931898840501	13.901324324717786
1784	BHLHE40	2.9213703226060823	4.732645172967436	13.825809155731996
1791	MYH9	1.6710503441615334	8.244055514556658	13.776231804886692
1797	TPM1	2.3101054513405126	5.949291788772691	13.743491392859143
1801	DEPDC1B	-3.3219442317797445	4.122321501266404	-13.694122132673549
1802	TEX2	2.5227437777286403	5.424529063276943	13.68469694149008
1809	ETFB	2.261084033959555	6.037048848620234	13.650274763849126
1817	FBXO9	2.381846718757299	5.665872232211547	13.495239185191169
1825	VRK1	-2.1515421951969538	6.255651582471707	-13.459298338138474
1831	NECAP2	1.8184994456758268	7.3810033241183906	13.422350453440728
1835	HIST1H1C	-3.549138517507185	3.775635553853199	-13.400253572249962
1840	PLXNA2	5.219003483578014	2.557789116786731	13.34911031076788
1846	ITGA3	3.3464188137968467	3.9675993177502127	13.277249002526846
1849	MTURN	3.202302777847404	4.1433313553781135	13.26820150886958
1851	COL6A2	2.4665346355212265	5.361430372361652	13.22415370936548
1869	SMARCD2	-2.4113791731682803	5.412778070118829	-13.052260307266543
1879	ARAP3	-2.4281263821082706	5.333890073388281	-12.951359206459504
1886	FUT11	3.01977503028074	4.278851282462767	12.921168261065782
1888	WDFY1	-1.5088080146166305	8.549172626092085	-12.899060176588842
1911	FASTKD1	-1.8942586868416869	6.686018665270372	-12.665048937074063
1920	DHTKD1	-2.350367090827961	5.350382092939549	-12.575361994600346
1950	VEGFB	2.3765160999054102	5.21440452364444	12.392116301860613
1955	KAT2B	4.600735542205727	2.686190356536481	12.358451446447663
1965	UGP2	-1.757273890469954	6.993995642375177	-12.290365932406532
1980	ECHDC3	-2.9676045568619256	4.107372240910062	-12.18905657885288
1991	PTPRG	-2.147979342417665	5.656324381687436	-12.149667925877983
2002	SECISBP2	-1.6851897926065158	7.16252762323515	-12.070218439938085
2003	TWIST1	5.255517981791487	2.2932601227961125	12.052269812280322
2006	SPAG4	4.598503789903214	2.6196166196316613	12.04631695346964
2011	PDIA4	-1.652862917107733	7.263413614980604	-12.005427015816863
2018	NOTCH2	1.9862106978504408	6.01506523252411	11.94718691310764
2019	METAP1	-1.467319412173909	8.133106540172525	-11.933865107673723
2027	TGIF1	-2.0964858370026733	5.670813849727953	-11.88878092023326
2034	UBA7	4.47415102381793	2.645445406412919	11.8361222735568
2048	SYNPO2	5.33190154574568	2.202655862957108	11.74434420044679
2051	ZBTB4	2.2360166672195	5.245482691371958	11.728986725519098
2053	NMNAT1	3.1242008379690387	3.751501506051925	11.720444148849534
2062	CA11	-2.8916245038623662	4.028919332163648	-11.650121864969204
2063	HAPLN3	-2.5354049119763893	4.594143865739324	-11.64801492352168
2066	CDH2	2.5342855162257423	4.592975781247082	11.639911998790094
2081	MND1	-3.553930496203268	3.242489166745352	-11.523581133305028
2084	CAMK2D	2.5569002345018137	4.5012403654104975	11.50922254586713
2090	TCTA	2.889385007156658	3.975354327396949	11.486329191716084
2097	CORO2B	3.2473584038372945	3.5230230334239065	11.44051845450148
2102	TNFAIP3	4.452211559851286	2.5599647837719504	11.397504803121675
2105	ART5	-3.0685258824169783	3.7121910866668495	-11.39095442991484
2129	PCGF5	2.596645048609616	4.327187465974636	11.23616990792863
2134	COX6B1	1.56200495232897	7.179230702318439	11.21399391093359
2138	PABPN1	-3.340878389112644	3.352989220608594	-11.2019292260589
2143	CARS	-2.5579287357525744	4.3689027658496284	-11.175341928475666
2152	FANCD2	-2.7951220629377724	3.9756443094820577	-11.112411123826304
2181	MYL9	2.45781044394825	4.423288047057159	10.871603558648545
2208	RNF14	2.2738542231000043	4.713461816799169	10.71772505754941
2211	OAF	3.3257156281360043	3.219329655069455	10.706574945986178
2217	VCAN	3.0506852140692504	3.496941698886019	10.668068335253782
2259	MGARP	4.219495788346641	2.478827950383214	10.459404096677906
2278	GMPR	4.627888765363492	2.2404622596568897	10.368610120687023
2285	PDLIM5	2.0795290157057904	4.971087556235702	10.337520812806131
2286	AMD1	-1.7085911323146068	6.040742594005244	-10.321159228712494
2288	SYNGR3	-3.274615522628661	3.149733510005594	-10.314166244007977
2293	VEGFA	2.076624424437965	4.945560265929895	10.270071240759936
2299	TMSB15A	-3.054463048098972	3.353461287039281	-10.243023584491905
2303	LACTB	1.6996976122385832	6.018391567188551	10.229445776267204
2326	OPA1	-1.4657880424942622	6.893511780834603	-10.10442713914069
2331	EHBP1L1	3.5367543068347005	2.844090078552153	10.058847834345167
2335	STARD7	-1.295647230422675	7.753957190840201	-10.046393159128092
2337	PHGDH	-1.6786521157312064	5.983634945924503	-10.04444146173935
2341	DCAF6	1.9095764987201376	5.248657808904039	10.022713601707084
2344	H6PD	2.556203273907029	3.914942352843136	10.007388459494912
2352	PROS1	2.779677068276029	3.584177700005678	9.962856561332105
2354	RAB31	1.860052337725909	5.350121636305847	9.951506256728656
2358	TUBA1B	1.4317667529935258	6.93951556688745	9.93576767055047
2396	RAB12	-1.7988923896041058	5.405307563588986	-9.723566639609738
2398	CKAP4	1.6913988687793868	5.74012105694523	9.7088342623739
2399	REV3L	2.769378143808792	3.505375231981306	9.707709553297704
2404	HBEGF	4.141847505124346	2.3326014489789704	9.661279491902985
2406	SPP1	-2.59870081583916	3.71359595011897	-9.650524825271166
2422	L2HGDH	-2.45440490184574	3.9033607672209794	-9.58042780073952
2425	KLHL5	1.8389976580625127	5.20324360344861	9.568752801070742
2428	PRKD1	3.232829693720678	2.957113973591325	9.559845861542378
2433	SMYD2	3.29005537276682	2.902820111949437	9.550438905494826
2443	CDC7	-2.8606256949481508	3.326471850536417	-9.5157908491662
2460	ATP11C	-2.03711629279928	4.60277630970508	-9.376390612610765
2461	WIPF1	2.953223228966908	3.1749007890094947	9.376190759768203
2466	HADHB	1.8874470319890435	4.9502161618891565	9.343270802461882
2474	TIAM1	-2.299546358112247	4.039809473654895	-9.289729162610469
2481	ID2	2.6010863950521057	3.5569134068223938	9.251839070864165
2482	DLGAP5	-3.32756328364985	2.779145136616228	-9.247781316538203
2486	PLEKHA2	2.6203976276899503	3.5245026824582486	9.23559846790046
2487	IGSF8	-2.261217940907402	4.079811290273731	-9.225342485083535
2496	AKAP1	-1.9813203317309016	4.629135236887665	-9.171799763177477
2511	KANK2	2.1153429531510666	4.301320945447382	9.098768951193204
2522	PLCE1	4.455294832675764	2.035839368912427	9.070264620473424
2531	DLAT	-1.595779351863008	5.644327312270633	-9.007100980077904
2545	FRZB	4.100318657399451	2.1790978377645205	8.934995520484666
2549	SAMD4A	2.720652998795048	3.273615486550131	8.906371790384522
2551	ASAH1	2.3536523979450275	3.783249146743955	8.904453426257389
2584	TBC1D16	-1.739652351183521	5.012599138348983	-8.720179876569297
2592	C12orf75	2.637504839606061	3.2898465786668534	8.676986272795267
2595	ATP13A3	2.11716513158994	4.09003066239293	8.659270305552015
2607	SUCLG1	1.7083487742289478	5.052991501266591	8.63227183737807
2609	BAG3	1.661231057199437	5.19299807687437	8.626769685280653
2612	ITFG1	1.58641062805003	5.433001684636105	8.618971614720433
2636	ZNF704	4.103130140471176	2.077119438600226	8.522691373879157
2645	ANKS6	-1.9264689432221989	4.408040277696324	-8.491952695454524
2660	VDAC2	-1.5780533824043617	5.332243006193075	-8.414564111724983
2663	STMN3	-2.4661378015005053	3.4048491292978382	-8.39682714616748
2667	ADAMTSL5	4.025350689250091	2.0790819194507333	8.369033837468411
2671	LRP1	2.196827908148917	3.799420720186621	8.346673472905225
2676	ST3GAL1	2.467407620550385	3.378079655745051	8.335099485411561
2677	CASP3	-1.743241924634105	4.780056783305533	-8.332795386789849
2686	MXRA7	1.8602598091762288	4.466165669364302	8.308228495841059
2690	CREB3L2	2.2634213444026487	3.669363194598375	8.305314975019451
2691	HSDL1	-1.6121117904518376	5.151201536300214	-8.304312731663195
2692	DUSP3	1.5571457460057596	5.332402967340997	8.303328596583523
2701	SNCG	-3.4721069799948654	2.3836596250001736	-8.276321221895046
2716	PSD3	2.5337765804997154	3.2435389326840465	8.21840298557388
2720	MSMO1	-1.471075875098547	5.575452081006077	-8.201913049136031
2722	CDCA7	-3.2341368247532394	2.5325425537104955	-8.190589133209722
2733	CLIP2	-2.1335659860659755	3.817361584727968	-8.144592833690501
2742	ATPAF1	-1.5846205711935046	5.120495142806053	-8.114041937986894
2763	SCARF2	2.775940638915614	2.891137556785892	8.025626236577157
2765	NDUFS6	-2.1647832670997107	3.703239663924848	-8.016711258524467
2772	MLXIP	2.266088840692022	3.5213813055388106	7.979762880303002
2790	PODN	4.160228054130174	1.90119636350546	7.909410447865683
2800	RIOK3	1.885505209977768	4.177728925624442	7.877129655139707
2809	HSPA12B	-4.36781655513378	1.7950243734134197	-7.840337175063775
2823	NKIRAS1	2.07073721112227	3.742662655996726	7.750070830450129
2826	SPSB1	3.1448092108596684	2.460721651596345	7.738500115302001
2828	ZBED6CL	-5.221426864924597	1.47935392357503	-7.724338319286271
2832	LDHA	2.1113941163636283	3.655313637685583	7.71780770807307
2835	SMARCD1	-2.146477955838921	3.588455701470543	-7.702541058711012
2842	SLC6A6	-1.7406472960025383	4.41428845191026	-7.683719257592825
2850	TYRO3	-2.378122344974956	3.213414252059527	-7.641892236483746
2866	PGAM1	-1.967804553457156	3.863268019063883	-7.602156399139316
2869	CROCC	-2.343266006522855	3.2377236005549217	-7.586847651697131
2872	UTP18	-1.7856074524902223	4.242711055875455	-7.575816480133873
2873	NAA20	1.4540239092179976	5.206903325454017	7.570961928196842
2875	MAD2L2	-2.4790585345222245	3.05361528243417	-7.570091027065922
2877	KCNJ3	4.901381491168819	1.5443319441040766	7.56936000705248
2889	RAB37	-4.278085817559453	1.7597791980311264	-7.528486429133109
2895	NUDT18	3.937376465251164	1.9079981133539936	7.512506867263638
2914	PTBP3	-1.634078479658177	4.540242851496732	-7.419113136052688
2928	SLC9A3R1	-2.4237963432979206	3.0410698686575266	-7.3709340273656
2952	PNPLA8	1.919562558898519	3.787403763979575	7.270158460766515
2955	MREG	-2.4471965622326546	2.961595502703303	-7.247606332939213
2963	CACNB3	4.356083718844726	1.6572626456381758	7.219174828513994
2967	TRIL	-3.431950965555324	2.101079045644948	-7.210800259409239
2975	AGT	4.820602894114156	1.4897129892957468	7.181314747598528
2984	NUP50	-1.3370560197171455	5.352520312185407	-7.156619504065793
2992	SCRN3	2.0237776731642283	3.519668155819775	7.123025830695175
2995	RPS6KA2	2.433112449069077	2.9218037724306343	7.109077132437968
2999	PLK4	-2.568822807616241	2.7613293852470964	-7.093365904163675
3008	ZNF217	-1.5996786014273785	4.416037349782696	-7.064240451551449
3020	SOCS2	-2.7769826809274565	2.527859762880538	-7.019822781332642
3022	RAMP2	-3.0104648361264146	2.3262094623136385	-7.002971787759742
3028	GLUD1	-1.2814018292216465	5.448855869512063	-6.982173878357863
3030	ACTR10	1.805795847517892	3.86284643938296	6.975512059837023
3031	NME4	-1.7137460117344503	4.069622115903674	-6.974298670396237
3041	ACSL1	2.2011927599683183	3.1507440906081268	6.935395080759572
3049	BNC1	3.790784500628065	1.8207689406168663	6.9021426793154
3051	CPNE2	2.26471381732315	3.0390626759906243	6.882607234027034
3056	GIGYF1	-2.0933710920627093	3.275017239460446	-6.855826415093515
3064	MERTK	-2.661216876531315	2.563416585059763	-6.821807477741313
3065	EGFL7	-2.2760790612592183	2.995866872309074	-6.818829858382827
3068	NDUFAB1	-1.1791870371960185	5.76946961425321	-6.8032837806236985
3071	NDUFA1	1.6459059547840205	4.12327362012684	6.786520604570631
3078	TTK	-2.4596366592245205	2.753340995681252	-6.772218448323349
3093	SKA1	-2.6535258447761296	2.525932762069868	-6.702627866319149
3094	OXCT1	1.551542843225818	4.310005131000902	6.687157615271004
3107	GCAT	-1.9396537576801456	3.4306668126398048	-6.6543057744853655
3116	TPST1	1.516708120479385	4.36954977890905	6.627331632510258
3118	LRP3	-2.2290503233446968	2.971666212283244	-6.623993531362476
3119	ASPH	1.6988851142053936	3.8977064953836553	6.621755544548965
3121	REEP5	1.4690728764368082	4.501691793220278	6.613313311498087
3130	NR2F1	3.747188169014744	1.7549617268070254	6.57617181976497
3138	TMPO	-1.3593679149032514	4.826916180351538	-6.561554983497237
3148	CHD3	1.8857515872439925	3.471649654113582	6.546668845599744
3188	ACOX2	4.021713451744566	1.5926380279648114	6.405133780826021
3196	PGK1	1.5922426654685935	4.012792964451975	6.389340165692633
3198	DUSP1	1.9655264662028675	3.248953525832148	6.385904142486209
3214	PKD2	1.99049887533607	3.1709395400941687	6.311751588316118
3224	GLIPR2	2.2061516771121488	2.847199874132076	6.2813547773899785
3225	PGRMC2	1.899249366900248	3.3065934905414114	6.280045593507256
3228	PRKD2	-1.752877362072509	3.5797068159709937	-6.2747870405722175
3236	TDP2	-1.1692475709092598	5.351289324232532	-6.256982043591543
3237	NDUFA5	1.9323439758947292	3.2360829359523344	6.253225366783223
3251	ECH1	2.0103748651020377	3.09477550771596	6.221658893845564
3253	DAAM1	2.449915405059206	2.537182332104565	6.215882080867016
3254	EPHB6	-3.161919458946926	1.964530794664884	-6.2116881473513645
3262	FYCO1	2.3492298474545903	2.625960209731435	6.168984102929203
3278	SLC16A3	3.740304814704954	1.6342846225845136	6.112722642451124
3294	C5orf24	1.465232361536521	4.13656637317992	6.061030915626977
3303	ME1	1.7899909050153395	3.3730796123887536	6.037781828068535
3314	LBH	2.812317802042212	2.12875227479002	5.986727918529828
3317	PKNOX2	3.779692871303717	1.582879001126209	5.98279647669308
3322	PPME1	1.3988891985365042	4.271232965573307	5.97498165997354
3331	AKR1B1	1.8331850945012576	3.248951407299588	5.95592929262049
3337	PTPRF	-1.5482930812190534	3.838720120276604	-5.943463802960638
3341	COPS7A	1.242284609973357	4.777420357857287	5.934915785939516
3349	LIG4	2.150071916670554	2.7495598423385816	5.911751400217301
3355	TCF7L1	-2.43076191963214	2.4235385979773865	-5.891045334722096
3357	CYCS	1.299129530319488	4.531707900282006	5.887275556038476
3358	SPRYD7	1.8588157326643715	3.166109073109297	5.885213356426972
3360	PSME1	1.7671607321051428	3.328630514176319	5.882225136339342
