Gene Name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
A2M	106.7355941204216	4.980852955902711	0.5360380588735864	9.291976331623394	1.5144961235320545e-20	5.9374073027547044e-18
A4GALT	23.85353801412068	0.1527697288029334	0.38257076226676856	0.3993241090818285	0.6896544049285585	0.8074046984062806
AAAS	16.14206561196992	0.4758764319422863	0.4322280576102904	1.1009845926553676	0.27090336288118144	0.43751455470210837
AACS	3.0547887082745873	0.5815187739426906	0.8860804770657785	0.656282119958638	0.5116426197161867	0.6652006661692719
AADAT	2.050365238250431	-1.4411134492060609	0.971556801882362	-1.4833033399734807	0.13799383536869972	0.2776492625174016
AAGAB	7.948355446786982	-1.0126792882246443	0.5123192810406638	-1.9766566000943964	0.048080459656750285	0.1347495532805212
AAK1	4.297637374350341	0.8524300943485805	0.9088606554798202	0.9379106568306139	0.34829032609290456	0.5197837911954577
AAMDC	9.467281580132948	1.9057734813167262	0.7081976544278175	2.6910191941492383	0.007123409630530226	0.03490813190576663
AAMP	36.847023009991936	0.026537194092956226	0.309948319807769	0.08561812533590982	0.9317699894334991	0.9616779568950645
AAR2	10.472155506353527	-1.1831728394997494	0.46217904251728137	-2.5599880796315193	0.010467575364941356	0.04636940273570067
AARS	26.768108738704846	0.04367569385380445	0.35723758963341296	0.12225951333571365	0.9026934950762688	0.9436114034778389
AARS2	4.1166781720521675	-1.0531370985257495	0.6930435941364156	-1.5195827613673243	0.1286158731769241	0.26548837490732835
AARSD1	14.16680083007241	6.879403292666044	2.400449595726419	2.8658811686417494	0.004158503113059294	0.023125573164691122
AASDH	1.800394881272035	-0.07349369084672958	1.051962925828545	-0.06986338495612346	0.9443023964622735	0.9677533005368946
AASDHPPT	11.607538788466824	-0.8294543917733065	0.45008158012413807	-1.8428978843002923	0.06534392126820904	0.1678648689730305
AASS	12.80048554593706	-0.6772088067235076	0.6422882907050909	-1.05436891271999	0.29171404931044687	0.45858132396998535
AATF	9.092704890879876	0.059971539021335174	0.5050442151143429	0.11874512612278412	0.9054772839690937	0.9452611588997308
AATK	2.0200225621256687	-0.2623880724990598	0.9892140521032622	-0.2652490347677245	0.7908176229726529	0.8749216958811552
ABAT	7.668621253093977	-1.9953589287894775	0.9673058136442151	-2.062800513182267	0.03913158527038797	0.11683311325748816
ABCA1	1.932907315791758	0.07868792877873962	1.0680032680689824	0.07367761048242145	0.9412669146049707	0.9660561664734905
ABCA10	4.539332789033732	5.167933734292935	2.652833882441895	1.9480804163794558	0.05140534169000933	0.14150003992607754
ABCA2	8.660435556367926	-0.16961766995539668	0.5110110226732443	-0.33192565801825236	0.7399453954272913	0.8405509211624185
ABCA3	3.0609427969146217	-0.4353364417939526	0.8041519795885975	-0.5413609029684536	0.5882588498091859	0.7294575013304693
ABCA5	2.3736120717252285	4.280125862251518	2.475764365632402	1.728809866426127	0.08384312973706574	0.19976928971713678
ABCA6	6.904089372109572	5.763727409671522	2.4545850890882677	2.3481473244883126	0.01886705708262689	0.07067692496994336
ABCA7	2.4463700837927767	-1.902014883567725	0.8946414246743357	-2.126008064359517	0.033502588063048046	0.10442518879811875
ABCA8	25.90352997596725	3.908115891647126	1.0247783836058673	3.813620539004459	0.00013694568459675623	0.0015424169757952888
ABCA9	10.840220242853407	6.437694279848645	2.5275250441279185	2.547034813682674	0.010864259414433843	0.047588911135076996
ABCB10	4.88355033434608	-1.573335271621167	0.64712028940552	-2.4312871924731625	0.015045283659786713	0.059942172612059884
ABCB6	9.256531540112977	6.278161592306869	2.411002575276511	2.603963038731655	0.009215269417859894	0.04236862479758498
ABCB7	10.811063836545088	0.33829808772203207	0.5379189072235865	0.6289016488900216	0.5294134465073952	0.6823000708370058
ABCB8	4.48886396895923	0.9436386033585997	0.789453757082676	1.1953057350004817	0.23196759990697446	0.3944687597350335
ABCC1	6.856813611992267	-1.011881447961289	0.5479391728979655	-1.8467039737451232	0.06479005547177558	0.16702283188219305
ABCC10	2.9263741067431894	0.3662695508544752	0.9100893545682497	0.4024544941834146	0.6873495719318038	0.8053050789311352
ABCC5	12.06621415037255	0.3423510383017394	0.4797101162861926	0.713662327891152	0.4754360065285743	0.6368930496183148
ABCC9	7.64179150152759	3.4163428475693904	1.1351038364185726	3.0097183517135124	0.00261490046745775	0.01631451627698299
ABCD1	6.8707620933678655	-0.8937379164598617	0.5487251587505992	-1.6287533061083388	0.10336525314427511	0.22934306166730437
ABCD3	7.4002886583256435	-0.19498122779853874	0.5584268932796176	-0.349161600462009	0.7269679925676094	0.8313213738041322
ABCD4	6.071129256185302	0.8411978541171329	0.7308385012399726	1.1510037480098816	0.2497306936173922	0.4124679918609887
ABCE1	10.925852158592836	-0.492375972840572	0.470255304513898	-1.0470396997425475	0.29508126854432537	0.462448242661794
ABCF1	18.290518033022302	-0.4729619623665168	0.4254832221680786	-1.1115878082254502	0.2663154168865496	0.43274039705079675
ABCF2	10.008969354798039	2.2389125447491476	0.6987972522411179	3.2039515575779873	0.0013555528269198743	0.009825902955039052
ABCF3	22.352854290741124	1.5910686999776034	0.4395835751426753	3.619490786163226	0.0002951833207651565	0.002835818650856965
ABCG1	2.7263398765853943	-0.025401606705815795	0.9888708295479001	-0.025687487128555613	0.9795066043900027	0.9885258236185444
ABHD10	13.758149654604145	0.7721759598361166	0.4685658051940078	1.6479562769553793	0.0993616437163073	0.22322971884512238
ABHD11	8.751419478331616	0.19068240602104072	0.5258666138510548	0.3626060316410373	0.7168992039211592	0.8247577410348055
